Gene ID,GenBank Nucleotide Accession
21835,CB122257; ; AK311975; BC031989; AI749106; BG674197; AI480357; BP317892; EU447014; NM_003251
20599,
14778,AK310242; BC066949; BC013218; BC013601; X58295; ; BC035841; HY069764; NM_001329790; BI522602; NM_002084; AF217787; AL036834; BC025956; BC050378; D00632; HM005392
18597,AK129887; AK222740; AK312263; DC361191; L48690; ; BU170389; DA075402; DQ895057; L13318; S89908; X52709; X52710; AK293250; DQ891865; M24848; XM_017029574; AW204705; NM_001173456; NM_001173454; DQ895054; J03503; AK296457; EF576990; EF590116; EF590117; R49470; AK222988; AK296341; BC002406; J03575; NM_000284; NM_001173455; AF125082; AF125085; AF125087; D90084; M27257; M29160; M29163; M29164; AF125053; AF125058; AF125071; AF125072; AF125074; M29156; M29157; M29162; AF125056; AF125073; AF125075; AF125080; AF125083; M29161
14683,AF493897; BC002722; BC066923; BM894355; BQ029639; CX869731; DB483472; KU178095; M77026; X04408; X56009; XR_001754247; NR_132273; AL537118; CN273438; HY141824; XM_017027817; AK314549; AK315874; BC089157; BC104928; CN403086; EU832170; EU832264; XM_017027816; XM_017027818; NM_000516; NM_001077489; NM_001077490; AF064092; AK054862; CA335150; CB530031; XM_017027812; NM_001309842; NR_132272; AJ224867; AK122771; BC036081; DB037677; X07036; NM_080425; AF088185; AF105253; AF493898; AK026564; AK225818; BQ230306; HQ448266; M14631; XM_017027821; NM_080426; AA948160; AK093534; AV751821; CN295544; X04409; XM_017027813; XM_017027814; NM_001077488; NM_001309840; NM_001309883; ; AF088184; AK315860; BC008855; BC022875; BC108315; BF800576; BF879848; BT009905; BU857975; KU178096; XM_017027815; XM_017027819; XM_017027820; XM_017027822; NM_001309861; NM_016592
22227,; BC098352; BC098258; U28480; BC069556; BC096736; XM_011532228; BC098168; XM_005263206; NM_021833
11364,AF251043; AK311185; AK312629; AK315946; DB453314; AK301005; AK301039; BI789086; HM005320; KU177878; NM_001127328; AK301717; DB055575; NM_001286042; NM_001286043; M16827; KU177876; ; AK309843; AK311022; NM_000016; BC005377; DQ892341; DQ895710; KU177877; AK296045; BX647734; DB537134; NM_001286044; NR_022013
212862,AK093067; AY280610; BC050429; XR_001748816; AY166717; XM_011538575; XR_245946; NM_020244; ; AF047431; AK075211; AK226127; AY166718; XM_011538574; AF195623; BC020819; AF111803; CD300296; XR_001748817; XR_001748818; AF195624; AY294627; AY280609
170439,XM_011532234; XM_011532235; AK074882; NM_024090; BP278053; H65618; ; BC001305; AK074813; BP314858; DB368351; AK027031; BE539688; XM_011532233; NM_001130721
12683,; AY364639; R73455; NM_001318383; NR_134607; NM_001279; AF041378; BC031896; AA683375; AK122762; BQ718688
15107,XR_001741214; NM_005327; ; AF001903; DA825380; AF001902; DQ891419; AI017358; AK096018; AK314444; BC000306; NM_001331027; BM682975; XM_005262972; NM_001184705; DQ894593; HM005616; X96752
19088,CF593944; M31158; AL559918; AM393258; AM392728; AM393700; BC014355; BC075800; BQ022817; ; NM_002736; AK128639; XM_011516398; AK291441; AM392771; CA405423
27273,AF334710; AK096428; AK223328; AK098151; AK312424; DA923767; DB035430; DQ891256; U54617; BC040239; NM_002612; ; DQ894441; U54622; AC002451; U54627
15526,AK315177; EU446981; FJ224291; ; BC030634; BX426279; DQ480334; L11066; L15189; AK225488; AU130219; AK297795; AK297897; BC000478; BC024034; JF432370; AK222758; AK293990; DQ185038; NM_004134; AK023317; DC356852
66092,AL834502; AY358824; AK130097; AK297960; AK292864; AK299937; CR533519; AB009685; AF131820; BC010354; AF060923; AF078863; AK098770; AK130094; AM393429; BC022872; ; AF161400; AK225318; AK298332; AL136713; AM393685; NM_014394
16828,AK296667; CR541714; ; EU794632; AK130105; AK296089; DB502157; NM_001135239; AK130587; NR_028500; AK298834; BG760757; BU507758; CD243986; DA609380; DC392310; NM_001165416; AK307477; AY423727; X02152; AK026515; AK130035; AK223078; CR456775; NM_001165415; BC067223; BG424022; BM995301; DC396757; NM_001165414; NM_005566
14571,; AL703918; NM_001083112; AK027840; XM_017003831; AF311325; AK123563; AK291065; AK299645; BC019874; DA220999; U36310; XM_011510980; AK093198; BM750374; XM_011510977; NM_000408; AL699359; U12424; XM_011510978; XM_017003830; HM005389; XM_005246469; AB209399; AK290057; U79250; AK022596; AK292817; KU178099; KU178100
20916,AB035863; AK093506; AK225452; AK001847; XM_017020806; AK315513; KU178443; NM_003850; ; AK001458; AK316271; BX640602; KU178442; XM_017020807; XM_017020809; XR_001749704; AK316041; AF058953; AF087890; AK299437; AK302311; AL080096; BC027587; XM_017020808
22273,AA284910; AK129903; BC009586; NM_003365; AK300694; ; AK302840; L16842; AK313090; D26485
67834,DQ896022; AL110096; AL442090; CR749548; DQ892774; AK299970; AK316051; DQ893529; XM_017022119; XM_017022120; NM_005530; AK315963; BC036227; ; AK096721; BC021967; AK093531; AK222973; AK296002; U07681; XM_005254336; XM_017022118
78920,; BC001922; D17297; DA995927; AA101667; AU133381; BC002735; BM682697; CN422511; CR456727; CX163292; HQ448281; BX248774; BC000302; BM928746; AK299505; AL538322; BX248764; NM_001933; NR_033814; AI087261; AK289414; AK300396; D16373; L37418; NR_045209; AK316463; BX248276; DC338747; XR_001750184; NM_001244883; BM929953; BU623022
14433,AK299448; BT006893; BU155402; EF036498; AB062273; BC029340; BC083511; BI463134; HY000136; AJ844645; BM763361; EU668321; HY004110; X01677; NM_002046; AF261085; DQ403057; DQ891557; HY022295; HY046784; J02642; M28283; AK026525; BC004109; BC013310; BC023632; M17851; M33197; ; AJ844644; AK308198; BC001601; BC009081; BC026907; BC029618; DQ894744; M36164; NM_001289745; NM_001289746; AY007133; BC020308; BC025925; BG724119; CR407671; HQ727992; X53778; NM_001256799; AY633612; BE893087
170718,AK300485; BC019037; BX647393; XM_005260716; XR_001754265; DQ895816; ; AK315641; AL050094; XR_001754267; BC001960; BX119223; DQ895776; HY131986; NM_001330763; AK001905; EU832019; NM_174856; AK309488; BP872064; DQ892561; EU831924; NM_174855; NR_136344; BG745042; XR_001754266; NM_001258384; NM_006899
67003,AK093106; ; DQ894565; J04973; BC000484; AK094006; AK307535; BC003136; BQ181225; DQ891390; NM_003366
14751,AK301103; BC006342; DA158837; NM_001329911; DA909998; DQ896173; FY213211; HY310615; XM_011526754; ; AK129884; DQ892924; NM_001289790; AB209575; AK025421; AK293446; BC004982; BX641158; DC299841; NM_000175; NM_001329909; AK130102; AK294396; DA171856; XM_006723148; BM664761; DC342043; X16539; XM_005258764; NM_001329910; NM_001184722; CR745343; K03515; NM_001289789
110842,BC095457; ; BU176141; J04058; KU178047; NM_001127716; AK292979; BC015526; D28380; KU178046; XR_931766; NM_000126; AA557337; BC034156; BG261160; BC029995; DA838974; AK300044; BT009796; KU178048; AF436650; S55815
226646,AF050640; AK301641; AK309871; BC000170; ; BC001456; BC008868; DQ894087; XM_017001357; AK314807; Z36812; AF013160; AK315977; NM_001166159; NM_004550; XM_005245208; AK222618; CA312786; XM_005245209
51798,BC014786; DQ892926; U16660; XM_017026448; AK301211; BG527600; AK126566; BC011792; AV738478; BC017408; AK291860; NM_001398; ; DQ896175
110095,BC082229; M14636; ; BC009895; NM_002863; BC095850; Y15233; NM_001163940; AK225904; AK300580; AF066858; AK309333; AK313206; AY429567; DA287767; M36807; AA523002; AF046785; AL134906; BC065011; BC110791; AF046793; CH471078
229709,AF090905; AK131563; CF456195; NM_001242674; AA427939; AA865152; AK303690; BC010681; DC328766; XR_001736934; AL049954; DQ891021; EU831760; XR_001736935; ; AK308080; AK313392; BK005417; DC329490; EU831838; XR_946527; NM_001242673; BC007576; BC065254; BC095476; BQ774807; U82761; XM_011540535; NM_001242676; AF035319; AF315687; BC110896; BC146492; AK316110; BC003631; BC016942; BC111563; BC140414; BK005418; DQ894201; NM_001242675; NM_006621
12583,DA849625; CR536540; HQ448366; NM_001323567; NR_136620; ; AK130357; CK005322; NM_001323565; BG197197; NM_001801; BX336206; NM_001323566; AK314231; BG720517; D85777; Z23010; NR_136618; BC024241; BG897741; DA359016; NR_136619; NR_136621; AL534761; DQ891652; Z31357
68263,BC004115; BM971427; NM_001315536; BC001924; AK313022; AM393278; AB209241; AK225621; AK293153; AK311514; AL706543; BQ477366; M34056; NM_000925; DQ891366; J03576; M34479; NR_033384; M54788; X57778; AL117618; DQ894546; NM_001173468; ; AK225569; AM392999; BC000439; CR541911; DA965753; DB039833; M34055
66445,BC001006; BG328536; BT019798; M16597; BE336714; ; BQ574597; CN369438; CR735564; AK026633; DQ894671; CR541674; DQ891486; AK225796; BC015616; NM_001916; BC020566; BC024650; X06994; XM_017013102
13382,AK297508; BC018648; AK225289; NM_000108; AK300077; AB209703; AK225301; AK312346; BI562331; DC354209; NM_001289752; BC018696; AK295080; J03490; NM_001289750; ; AK294146; AK310220; HQ447584; NM_001289751; J03620; L13750; L13757; L13754; L13755; L13756
104776,AK311478; ; AK294243; AW418653; BC032371; NM_005589; AI244036; AK312389; BC004909; DQ892921; EU176729; AK223244; M93405; AF148505; DQ893680; AF038011; AF159889; HM005435; XM_017021331; AJ249994; AK222687; NM_001278593; NM_001278594
22628,AK024230; AK293505; NM_012479; AB024334; CR541925; DC343104; CR541904; ; AF142498; BI495132; AK295029; BC020963
110446,S70578; AK312574; XM_017017681; XM_017017682; BC010942; BC063853; XM_006718835; NM_000019; D90228; XM_017017683; AF086561; AW081574; BM789408; HM005511; 
12908,; BG741603; XM_017014274; XM_017014275; BQ068230; NM_004003; BG741927; CB043845; X78706; NM_000755; NM_144782; BC000723; CF125676; HY328978; XM_005251708; NM_001346547; BI752361; NM_001346549; AL523652; BT006801; CB243402; NM_001346548; AK313931; BI460020; BM553197; NM_001257363; NM_001346546
15929,; AB209206; BC000933; BC001902; U69269; NM_004135; AM393133; BI831096; NM_174869; U69268; Z68907; AM393247; U40272
56451,; BP194715; CR457139; NM_003849; AF104921; Z68204; AK125502; BQ774501; AK296741; BC000504; AK313290; AK024767; AK225737; AA705613; AK291082; BM804835
17449,EU794635; AK295931; U20352; NM_001316374; AK300719; BC001484; CR457405; NM_001199111; CB266998; AK312331; NM_001199112; BI667299; D55654; ; AK307273; NM_005917
NaN,
17436,BX376125; AK302777; DA520723; L34035; XM_011535836; ; EU176687; BC017403; AK289783; BC025246; DQ892155; AJ420574; AK223417; AK301875; NM_002395; X77244; U43944
17448,AK316587; BP382246; DQ893080; NR_104165; ; AI793009; AK293460; NM_001282403; AA214555; AK095803; DQ402957; NM_001282404; NM_005918; AF047470; BM463639; DC354622; HM005433; BC001917; AK290779; CR536548; DQ896341
17995,AF092131; AK310537; AK316122; AU099299; AK223061; DB532599; S67973; AK300726; BC008146; BP254989; NM_007103; CR456739; DQ896566; ; AF053070; BC015645; DQ893236; AK055875; AK293522; BC007619; NM_001166102; HQ205289; HQ205293; HQ205301; HQ205302; Y17382; HQ205281; HQ205282; HQ205285; HQ205304; Y17379; CH471076; HQ205267; HQ205273; HQ205274; HQ205276; HQ205278; HQ205286; HQ205296; HQ205284; HQ205290; HQ205295; HQ205298; HQ205299; HQ205268; HQ205272; HQ205291; Y17381; Y17383
12857,BC062437; BE615615; BM835194; CD677397; DA623889; NM_001318788; NM_001318797; BC047869; BT019825; M21575; DQ896459; NM_001318786; NM_001318794; AK027136; AK311847; BE728651; ; BC039013; BG614492; BP343428; M34600; U90915; NM_001861; BC008704; BC021236; CN406213; X54802; NM_001318802; BU599266; DB502762; DQ893162
13358,BC008061; AK292313; U25147; L75823; BC004980; L76134
13419,; AB188152; BC015002; BX648257; DQ579705; DQ892098; M55983; XM_017022999; XM_017023000; NM_005223; AB188151; BC064332; XM_017023007; XR_001751852; DQ895291; XM_017023005; AI378682; BC029437; BX648480; DQ584015; XM_017022994; XM_017022995; XM_017023003; AK095412; XM_017022997; XM_017023004; XR_243264; AJ298844; AK126850; XM_017022993; XM_017022998; AK300914; XM_017023001; BC095475; XM_005255148; XM_006720854; XM_011522393; XM_017022992; XM_017022996; XM_017023002; XM_017023006; XR_932790
93747,; BC008906; BC013264; BE906357; BI091611; BT007123; D13900; NM_004092; BQ130816
12861,HE647860; NM_004373; ; BC107861; BP378295; X15341; DQ893099; BC007723; DQ896371; BC070186; AK312009; AF020589
117198,; AK000931; AK001625; AL137640; XM_005244843; NM_006469; AF161553; AK001824; AK093912; BC067739; DQ443528; DQ443529; AK023123; AK292431; XM_017000084; AF205218; AJ012449; AK023363; XM_011509079; NM_016389; BX648273; AB020657; AK001273; AK092912; XM_011509080; AK023020; BX649183
14245,AK310450; AL357194; XM_011510335; AK294742; AK294853; XM_006711871; XM_011510336; XM_017003624; AK290235; AK302922; BI459149; DB086946; DC334711; XM_006711870; XM_011510333; XM_017003629; NM_001261429; AK293787; BP192775; DB153243; XM_011510334; XM_017003625; AI379040; XM_017003626; XM_017003631; XM_017003632; NM_001261427; NM_145693; DQ894676; XM_017003627; XM_017003628; XM_017003630; NM_001261428; ; AF147446; AK127039; BC018071; D80010; XM_006711869; XM_006711872; XM_006711874; XM_017003623; BC030537; CR749806
67512,AF000237; U56418; ; CN407343; DQ895342; AF011374; BC004529; BC007269; BC019292; BF347518; NM_001012727; DQ892146; NM_006412; BC000026; HM005456
110826,AL833205; CR456827; NM_001014763; BG399783; AK291881; BC093963; AF370381; AK055285; ; BG281641; X71129; NM_001985; AK128845; BC093961
235339,; AK303930; AL832703; DB551427; DQ892447; NM_001931; AK223596; AK296274; BC039084; DQ895658; AK057299; AK299562; X13822; XM_011542647; AK297103; AF317200; AW188637; Y00978
NaN,
67680,BU554163; U17248; NM_003000; BF796275; M32246; ; D10245; AK312056; DQ403007; BC007840; U17296; U17882; U17886
21351,HM005596; AK295537; BC009680; NM_006755; L19437; BC018847; ; AK313427; BC010103
246049,AK309575; AY228364; ; BC101100; DC362112; XM_005268377; AK297682; BC101103; AY162214; BC101102; XM_017009083; BC101101; BX538285; XM_006714756; XM_017009084; NM_181776
12353,JF432775; XM_011542084; BC034350; BP334640; XM_011542083; NM_001215; AB102863; NM_001270500; AB103091; CB956732; M57892; BP333541; AB103090; NM_001270501; NM_001270502; ; AK300652; BX282262
67460,XM_017013147; AA247499; BC143669; XM_017013148; BC105082; NM_001330575; NM_001359; AK300069; AA725334; BC105080; XM_005250808; XM_011516880; ; L26050; U49352; U78302; U94983
242721,; BC151205; NM_152375; AK096072; BC101500; AK056173; BC101498
227197,BC022368; BQ882763; DC413278; AK300585; BC012068; NM_001199983; NM_001199984; NM_005006; AK295987; X61100; NM_001199981; ; AK295966; BC018900; AK098395; BC030833; CA419316; NM_001199982; AK295705; AK298320; AW074155; BC004133; XM_017004188; AA150435
23917,AK297943; DA980797; AK131294; CR933672; XM_017012169; XM_017012172; AK092452; XM_017012173; NM_000883; NM_001142576; NM_183243; CD014010; NM_001102605; BX406207; J05272; NM_001142574; NM_001304521; DC299597; AK293413; CD014008; DA566139; DC326380; XM_017012170; NM_001142575; ; AK054640; AK054667; AK122994; BC033622; DQ598490; XM_017012168; XM_017012171; NM_001142573
66925,BC015188; BC022350; BX419391; AB006202; BC071755; NM_001276506; AK075360; BC015992; DQ896292; KU178326; NM_001276503; AA374642; BC012603; BT007238; BC009574; BQ000657; KU178325; ; BC005263; CR456932; NR_077060; AI753083; BC070307; CD105572; NM_003002; BC071756; BE567994; BF211358; BG492859; BQ932668; DQ892701; NM_001276504
66841,AK293737; AK304838; NM_001281737; NM_004453; NM_001281738; BC011890; EU093082; ; DA798232; S69232; EU093083; AK311435; AK314803; BX538129; BX957055; DA319656; DB221748
13167,BM768076; FM213127; FM213128; HQ448654; NM_001282636; NR_104221; NM_001178017; BC006466; BC062996; BP294452; BU599304; FM213123; FM213124; FM213125; FM213129; M15887; NM_001178042; NM_020548; AA096224; AM000001; FM213132; NM_001079863; NM_001282635; DA226476; FM213122; NM_001178041; NM_001282633; ; BP318721; FM213126; FM213130; FM213131; M14200; NM_001079862; NM_001282634; CR456956; NM_001178043
58909,AC108065; AK027138; AB020721; AK091328; AK296932; BN000265; AC021183; BC086875
67273,NM_001322020; NR_136158; ; AK025576; BC031332; NM_001322019; BP208667; AK290778; BC003417; NM_004544; AF087661; AF453834; XR_001738750; NR_136155; AB209440; DQ891011; AK091719; NR_136156; AF087854; BI551914; DQ894191; XM_011511228; NR_136157
76614,AK296676; XM_005264110; AK300017; AY921637; CR749590; XM_017003194; NM_001100169; NM_001100170; EU831559; XM_005264114; AK299014; AK304197; BC027458; D21093; DC403234; L42572; ; AK312251; D21092; AK225780; AK299596; AY232292; BC107419; EU831472; AK309004; BX537369; D21091; D21094; XM_005264113; XM_017003195; NM_006839; AF148646; BC002412; BC005983; BU729109; CR456793; XM_011532497
625249,AI274351; AK225859; BC022071; BF740029; CF127510; X71973; BC058329; BI561548; BM764133; BC011836; BG037088; ; BC039849; NM_002085; AL558552; BC010157; BC021567; BC032695; BQ648717; NM_001039847; NM_001039848; BC046163; HY049693
66694,BC000649; HQ447986; BC067832; ; BC010035; BF979273; DQ891841; BF210184; AK000225; AK291134; NM_006003
244416,XM_006716253; ; BQ431880; DB282578; AK024067; DA100998; AI078688; AI263711; XM_017013835; NM_001201329; NM_024607; AK096119; AK091994; BC043388; HQ448647
17884,NM_017533; BC156394; ; AF111783; XM_017024676; BC157120
14194,AA669797; BC017444; BT009839; EU176358; U48857; AK312415; BC003108; M15502; NM_000143; AW611924; ; KU178075; KU178076; KU178073; DA129148; KU178072; KU178074; U59309; XM_011544132; KU178071
20528,AL521328; BC113592; NM_001042; AK300899; HQ258267; BC034387; M20747; AK313372; BC069615; BC069621; BQ775137; CF594356; ; BC126164
15510,AK298632; BG701476; DQ896771; KU178139; NM_199440; ; AK312240; BC047350; BC067082; AK297305; AK298368; BC002676; BC003030; DQ893414; M34664; NM_002156; AK298844; BX647145; KU178140; M22382; AU098504; BC073746; EU719626; AK301276; KU178141
72503,AB621823; BC050440; CR933634; NM_001321561; ; D43947; NM_001321560; CN482281; XM_005258073; XM_017025423; BM999622; AK130007; AW161205; AY943906; BC048096; XR_429933; NM_014680; AK307216; BC008591; BC103726; BC120873; DB152098
16922,CR542055; NM_001323082; BF185692; BF509272; BM351828; NM_001037537; AF112977; ; AF023462; DQ891007; NM_001323083; DQ894185; NM_006214; BC021011; BC029512; NM_001323080; NM_001323084
230125,BG953457; ; NM_033412; NR_024873; AK094592; BC063563; BP363489; NR_024872; AK098185; AK091407; BC008500
116939,; AK025665; CR456476; NM_025225; BC065195; AL138578; BC014449; AK123806; AK315166
18641,BC009919; CB997055; X15573; XM_006724012; NM_002626; AK303605; BG390460; BQ067366; BX537446; DQ896792; XM_005261137; BC004920; BC006422; BC007536; BC018295; DQ893435; HY111158; XM_005261135; XM_017028368; XM_017028372; BU177678; BX351711; XM_017028369; AB209127; BC008964; ; AK054735; AK091488; AK098228; AK308437; CA449348; XM_017028370; BX641051; XM_006724011; AF086180; XM_011529603; XM_017028371; NM_001002021
226849,BM974076; DQ892361; DQ895568; L42373; NM_001199756; ; AK302202; BC110883; NM_006243; AA425592; BP326450; AK312530; BC022474
66904,AK225215; AK225733; AF217984; AK302522; BC005909; BC013768; DA090969; XM_011512873; AK130359; S67325; AI191766; AK295312; AL831978; BC018013; JF432277; AK303079; BC053661; X73424; ; AB209009; M13573; NM_000532; NM_001178014
11949,NM_001320886; AK292896; AK296803; CR457403; D16563; AK294061; BC020824; CB144767; D16562; HQ448142; ; BC013394; BC013865; BQ893894; BC010380; BC026049; BC000931; BE161935; BI603806; XM_017016290; NM_005174; BC000470; BC016812; NM_001001973
59027,AK292851; BC106046; XM_005250100; BC072439; AK304085; HQ447548; AI299587; AK023341; BI859562; U02020; AL832518; L29050; NM_182790; ; BC020691; NM_005746
67264,AA782554; AI282606; NM_005004; AK289579; BC000466; EU831723; AF077028; BC019276; AL080056; AF044958; BM008944; BM686677; DQ896618; EU831639; NM_001284367; ; AF115968; DQ893286; NM_001284368; CF127298; CR533490; DA428446
