mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_scBATvsWAT_LR,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_LR
14778,Gpx3,33053.3333,15854.3333,1.7119,human ortholog not found or not included in human RNA-seq dataset
18597,Pdha1,32596.6667,10022.3333,2.363,NM_001173456,PDHA1,1.77,0.28,2.64
14683,Gnas,32556.3333,17350.3333,1.604,NM_001077488,GNAS,2.75,1.33,1.05
22227,Ucp1,32342,581,6.4802,NM_021833,UCP1,2.87,0.68,2.07
11364,Acadm,31336,9465,2.3716,NM_000016,ACADM,63.9,29.64,1.11
212862,Chpt1,30466,18738,1.3435,human ortholog not found or not included in human RNA-seq dataset
18563,Pcx,29861.3333,24430.6667,0.92856,NM_000920,PC,0.79,0,10.46
11804,Aplp2,29260.6667,28738.6667,0.67459,human ortholog not found or not included in human RNA-seq dataset
19156,Psap,29255,38563,0.31462,human ortholog not found or not included in human RNA-seq dataset
170439,Elovl6,28992.6667,6264.6667,2.8562,human ortholog not found or not included in human RNA-seq dataset
13033,Ctsd,28848.6667,27018,0.76109,human ortholog not found or not included in human RNA-seq dataset
12683,Cidea,28813.6667,3167.6667,3.8069,human ortholog not found or not included in human RNA-seq dataset
15107,Hadh,28563,10187,2.1359,human ortholog not found or not included in human RNA-seq dataset
19088,Prkar2b,27751.3333,18351.3333,1.2286,human ortholog not found or not included in human RNA-seq dataset
27273,Pdk4,27652.6667,4372.6667,3.2966,NM_002612,PDK4,174.72,51.82,1.75
21961,Tns1,27329.3333,30447.6667,0.48159,human ortholog not found or not included in human RNA-seq dataset
15526,Hspa9,27223.3333,11024,1.9815,human ortholog not found or not included in human RNA-seq dataset
66092,Ghitm,27160.3333,11070.3333,1.971,human ortholog not found or not included in human RNA-seq dataset
16828,Ldha,26792.3333,17992.6667,1.2507,NM_001165416,LDHA,1.14,0.53,1.1
16828,Ldha,26792.3333,17992.6667,1.2507,NM_001165414,LDHA,8.85,3.51,1.33
14571,Gpd2,26778.3333,4348,3.2867,human ortholog not found or not included in human RNA-seq dataset
20916,Sucla2,26164,4670,3.1421,NM_003850,SUCLA2,42.24,16.83,1.33
22273,Uqcrc1,25765.3333,6779.6667,2.6019,human ortholog not found or not included in human RNA-seq dataset
68465,Adipor2,25744,21647.3333,0.89097,human ortholog not found or not included in human RNA-seq dataset
14319,Fth1,25602.3333,21907,0.9158,human ortholog not found or not included in human RNA-seq dataset
67834,Idh3a,25036,6591.6667,2.5814,NM_005530,IDH3A,68.77,30.99,1.15
78920,Dlst,24956,6660.3333,2.583,human ortholog not found or not included in human RNA-seq dataset
104158,Ces1d,24539.6667,24936.3333,0.62105,NM_001266,CES1,1.21,0.48,1.33
14433,Gapdh,24264,12065.6667,1.7032,human ortholog not found or not included in human RNA-seq dataset
20742,Sptbn1,24238,33436,0.19663,human ortholog not found or not included in human RNA-seq dataset
100861531,Rn45s,23929.3333,31453.6667,0.34023,human ortholog not found or not included in human RNA-seq dataset
12266,C3,23748.6667,46150.3333,-0.24872,human ortholog not found or not included in human RNA-seq dataset
227753,Gsn,23686.6667,102909,-1.4627,NM_000177,GSN,4.23,1.51,1.48
227753,Gsn,23686.6667,102909,-1.4627,NM_001258029,GSN,254.09,112.75,1.17
170718,Idh3b,22975.3333,6147.6667,2.5766,human ortholog not found or not included in human RNA-seq dataset
67003,Uqcrc2,22764,7754.6667,2.2362,human ortholog not found or not included in human RNA-seq dataset
20514,Slc1a5,22361.6667,36131.6667,-0.035519,human ortholog not found or not included in human RNA-seq dataset
12389,Cav1,21937,30348.3333,0.18047,human ortholog not found or not included in human RNA-seq dataset
15516,Hsp90ab1,21859,25869,0.48698,human ortholog not found or not included in human RNA-seq dataset
14311,Cidec,21315,32104,0.051642,NM_001199623,CIDEC,87.13,28.85,1.59
14751,Gpi1,21129.3333,9647,1.8425,human ortholog not found or not included in human RNA-seq dataset
110842,Etfa,21095.6667,7711.6667,2.1036,human ortholog not found or not included in human RNA-seq dataset
226646,Ndufs2,21092.6667,7091,2.2471,human ortholog not found or not included in human RNA-seq dataset
51798,Ech1,20940.3333,8562.3333,1.9499,human ortholog not found or not included in human RNA-seq dataset
11816,Apoe,20500.3333,41863,-0.33583,human ortholog not found or not included in human RNA-seq dataset
110095,Pygl,20002.3333,6732.3333,2.2183,NM_001163940,PYGL,10.76,2.64,2.03
229709,Ahcyl1,19890,5351.3333,2.5766,human ortholog not found or not included in human RNA-seq dataset
12583,Cdo1,19802.3333,13523.3333,1.2053,NM_001801,CDO1,110.66,42.29,1.39
68263,Pdhb,19687,6102,2.3604,human ortholog not found or not included in human RNA-seq dataset
66445,Cyc1,19672.3333,5173.3333,2.6012,human ortholog not found or not included in human RNA-seq dataset
17347,Mknk2,19599.3333,17175.6667,0.87107,human ortholog not found or not included in human RNA-seq dataset
20363,Sepp1,19297.6667,30468,0.033862,NM_001093726,SEPP1,1.15,0.2,2.53
11450,Adipoq,19125,32648.6667,-0.11731,human ortholog not found or not included in human RNA-seq dataset
11430,Acox1,19101,17579,0.75448,human ortholog not found or not included in human RNA-seq dataset
20692,Sparc,19047,50849.6667,-0.7724,human ortholog not found or not included in human RNA-seq dataset
13382,Dld,18964.6667,6014.3333,2.3197,NM_000108,DLD,68,30.9,1.14
104776,Aldh6a1,18783.3333,13135,1.154,human ortholog not found or not included in human RNA-seq dataset
11537,Cfd,18700.6667,56821.3333,-0.9366,human ortholog not found or not included in human RNA-seq dataset
22628,Ywhag,18626.3333,14550,1.007,human ortholog not found or not included in human RNA-seq dataset
103968,Plin1,18565.3333,21312,0.43937,human ortholog not found or not included in human RNA-seq dataset
110446,Acat1,18463.3333,6788.3333,2.0969,human ortholog not found or not included in human RNA-seq dataset
12908,Crat,18458.6667,7290.3333,1.9763,human ortholog not found or not included in human RNA-seq dataset
15929,Idh3g,18449.6667,5597.3333,2.3951,human ortholog not found or not included in human RNA-seq dataset
56451,Suclg1,18347,3785.3333,2.9601,human ortholog not found or not included in human RNA-seq dataset
16890,Lipe,18327,18809.6667,0.60148,human ortholog not found or not included in human RNA-seq dataset
13690,Eif4g2,18310.6667,23497.3333,0.35961,human ortholog not found or not included in human RNA-seq dataset
17449,Mdh1,18280.3333,10556.3333,1.4647,human ortholog not found or not included in human RNA-seq dataset
17436,Me1,17995,12568,1.1565,human ortholog not found or not included in human RNA-seq dataset
17448,Mdh2,17959.3333,7144.3333,2.0098,human ortholog not found or not included in human RNA-seq dataset
17995,Ndufv1,17930.3333,4467,2.6699,human ortholog not found or not included in human RNA-seq dataset
12857,Cox4i1,17916,8383.6667,1.7756,human ortholog not found or not included in human RNA-seq dataset
57435,Plin4,17774.3333,46677.6667,-0.76388,human ortholog not found or not included in human RNA-seq dataset
66395,Ahnak,17504.3333,30317.6667,-0.14152,human ortholog not found or not included in human RNA-seq dataset
15439,Hp,17424.3333,28010.6667,-0.050781,NM_001126102,HP,78.97,34.88,1.18
15439,Hp,17424.3333,28010.6667,-0.050781,NM_005143,HP,15.33,2.91,2.4
13358,Slc25a1,17355.3333,9603,1.5039,human ortholog not found or not included in human RNA-seq dataset
17999,Nedd4,17340,26680,0.032137,human ortholog not found or not included in human RNA-seq dataset
13419,Dnase1,17258.3333,155.6667,7.5198,human ortholog not found or not included in human RNA-seq dataset
93747,Echs1,17243.6667,7128.3333,1.9286,human ortholog not found or not included in human RNA-seq dataset
12861,Cox6a1,17185.6667,6144.3333,2.1504,human ortholog not found or not included in human RNA-seq dataset
117198,Ivns1abp,16776.6667,11657.3333,1.2249,human ortholog not found or not included in human RNA-seq dataset
14245,Lpin1,16754,9356,1.4669,human ortholog not found or not included in human RNA-seq dataset
67512,Agpat2,16563,8101,1.679,human ortholog not found or not included in human RNA-seq dataset
110826,Etfb,16464.3333,5791.6667,2.1634,human ortholog not found or not included in human RNA-seq dataset
235339,Dlat,16438.3333,4245.6667,2.6061,human ortholog not found or not included in human RNA-seq dataset
67680,Sdhb,16013,5079.6667,2.3312,human ortholog not found or not included in human RNA-seq dataset
21351,Taldo1,15930,8436.6667,1.5924,human ortholog not found or not included in human RNA-seq dataset
20787,Srebf1,15890.6667,13410.3333,0.87718,human ortholog not found or not included in human RNA-seq dataset
246049,Slc36a2,15828.6667,5101,2.266,human ortholog not found or not included in human RNA-seq dataset
12353,Car6,15796,33.3333,9.5519,human ortholog not found or not included in human RNA-seq dataset
67460,Decr1,15670,5942,2.0404,human ortholog not found or not included in human RNA-seq dataset
242721,Klhdc7a,15567,5414,2.1453,human ortholog not found or not included in human RNA-seq dataset
227197,Ndufs1,15510.3333,4362,2.4999,human ortholog not found or not included in human RNA-seq dataset
23945,Mgll,15509,19870.6667,0.28135,human ortholog not found or not included in human RNA-seq dataset
208643,Eif4g1,15390.3333,16672.6667,0.56467,human ortholog not found or not included in human RNA-seq dataset
23917,Impdh1,15361,2535.6667,3.3068,NM_001142575,IMPDH1,3.44,1.38,1.31
18023,Nfe2l1,15354.3333,13643.3333,0.8358,human ortholog not found or not included in human RNA-seq dataset
66925,Sdhd,15332.3333,4272.6667,2.5178,human ortholog not found or not included in human RNA-seq dataset
66841,Etfdh,15027.6667,3567,2.7289,human ortholog not found or not included in human RNA-seq dataset
12359,Cat,15021.6667,17785.6667,0.40861,human ortholog not found or not included in human RNA-seq dataset
13167,Dbi,14967.3333,11186.6667,1.0824,NM_020548,DBI,1.45,0.48,1.6
20411,Sorbs1,14861.3333,25758,-0.16169,NM_024991,SORBS1,1.09,0.14,2.91
58909,Fam13a,14836.6667,9998.3333,1.2002,human ortholog not found or not included in human RNA-seq dataset
67273,Ndufa10,14777.6667,4029.6667,2.5424,human ortholog not found or not included in human RNA-seq dataset
76614,Immt,14764.3333,5758.6667,2.0325,human ortholog not found or not included in human RNA-seq dataset
11669,Aldh2,14761.6667,15278.6667,0.60066,human ortholog not found or not included in human RNA-seq dataset
625249,Gpx4,14704,7482.3333,1.6371,human ortholog not found or not included in human RNA-seq dataset
56338,Txnip,14655.3333,19251.6667,0.2914,human ortholog not found or not included in human RNA-seq dataset
66694,Uqcrfs1,14633.6667,4386,2.4108,human ortholog not found or not included in human RNA-seq dataset
244416,Ppp1r3b,14624.3333,1354,4.0634,human ortholog not found or not included in human RNA-seq dataset
17884,Myh4,14597,247.6667,6.618,human ortholog not found or not included in human RNA-seq dataset
14194,Fh1,14516.6667,4207,2.4622,human ortholog not found or not included in human RNA-seq dataset
20528,Slc2a4,14442,5778.6667,1.9485,human ortholog not found or not included in human RNA-seq dataset
15510,Hspd1,14310.6667,7516,1.6122,human ortholog not found or not included in human RNA-seq dataset
22070,Tpt1,14191.6667,21856,0.12878,human ortholog not found or not included in human RNA-seq dataset
72503,2610507B11Rik,14177.6667,10891,1.0756,human ortholog not found or not included in human RNA-seq dataset
12606,Cebpa,14121.3333,12381.3333,0.83539,human ortholog not found or not included in human RNA-seq dataset
16432,Itm2b,14109.3333,24264.3333,-0.091015,human ortholog not found or not included in human RNA-seq dataset
16922,Phyh,14105.3333,4436.6667,2.3237,NM_001037537,PHYH,1.54,0.66,1.22
22352,Vim,14083.6667,22886.3333,-0.0039527,human ortholog not found or not included in human RNA-seq dataset
230125,Slc25a51,13996.3333,4841.6667,2.2029,human ortholog not found or not included in human RNA-seq dataset
15481,Hspa8,13750.6667,20296.3333,0.16792,human ortholog not found or not included in human RNA-seq dataset
116939,Pnpla3,13694,5242,2.0168,human ortholog not found or not included in human RNA-seq dataset
18641,Pfkl,13663.6667,4039.3333,2.4211,human ortholog not found or not included in human RNA-seq dataset
226849,Ppp2r5a,13646.6667,10014.3333,1.1197,human ortholog not found or not included in human RNA-seq dataset
66904,Pccb,13394.6667,5717,1.8719,human ortholog not found or not included in human RNA-seq dataset
56398,Chp1,13361.6667,12767.6667,0.71253,human ortholog not found or not included in human RNA-seq dataset
14972,H2-K1,13342.3333,39430.3333,-0.84183,human ortholog not found or not included in human RNA-seq dataset
13819,Epas1,13282.3333,11477,0.87068,human ortholog not found or not included in human RNA-seq dataset
54673,Sh3glb1,13209.3333,10815.3333,0.95568,human ortholog not found or not included in human RNA-seq dataset
11949,Atp5c1,13187,7843,1.4362,human ortholog not found or not included in human RNA-seq dataset
59027,Nampt,13184,5625.6667,1.8831,human ortholog not found or not included in human RNA-seq dataset
67264,Ndufb8,13113.3333,3794.6667,2.4496,human ortholog not found or not included in human RNA-seq dataset
170768,Pfkfb3,13077.3333,13939.3333,0.59009,human ortholog not found or not included in human RNA-seq dataset
12039,Bckdha,13058.3333,4932.3333,2.055,NM_001164783,BCKDHA,0.95,0,9.96
20280,Scp2,13056,12585.6667,0.70534,NM_001193599,SCP2,1.68,0.22,2.91
20280,Scp2,13056,12585.6667,0.70534,NM_001007250,SCP2,147.96,70.29,1.07
20280,Scp2,13056,12585.6667,0.70534,NM_001193600,SCP2,2.18,0.91,1.26
20280,Scp2,13056,12585.6667,0.70534,NM_001193617,SCP2,5.98,1.88,1.67
20280,Scp2,13056,12585.6667,0.70534,NM_001007100,SCP2,74.22,18.65,1.99
11950,Atp5f1,12746.3333,5854,1.8146,human ortholog not found or not included in human RNA-seq dataset
12868,Cox8a,12579.6667,6425,1.6414,human ortholog not found or not included in human RNA-seq dataset
11655,Alas1,12431,7975.6667,1.2669,human ortholog not found or not included in human RNA-seq dataset
78894,Aacs,12429.3333,9315.6667,1.0444,human ortholog not found or not included in human RNA-seq dataset
110213,Tmbim6,12428.3333,12489.6667,0.68827,human ortholog not found or not included in human RNA-seq dataset
110611,Hdlbp,12245,9857.3333,0.99152,human ortholog not found or not included in human RNA-seq dataset
66218,Ndufb9,12229.6667,4625,2.0661,human ortholog not found or not included in human RNA-seq dataset
20656,Sod2,12193.3333,3860.3333,2.3199,human ortholog not found or not included in human RNA-seq dataset
67963,Npc2,12179.3333,13134.3333,0.5721,human ortholog not found or not included in human RNA-seq dataset
14325,Ftl1,12148,18353.6667,0.099789,human ortholog not found or not included in human RNA-seq dataset
16783,Lamp1,12123.3333,14992.6667,0.38517,human ortholog not found or not included in human RNA-seq dataset
67719,2310057J18Rik,12097.3333,19.3333,9.9332,human ortholog not found or not included in human RNA-seq dataset
66612,Ormdl3,12070.3333,8351,1.1748,human ortholog not found or not included in human RNA-seq dataset
68728,Trp53inp2,12010,9569,0.94075,human ortholog not found or not included in human RNA-seq dataset
237858,Tusc5,12001.6667,10711.3333,0.78391,human ortholog not found or not included in human RNA-seq dataset
19285,Ptrf,11965,18521.3333,0.0088374,human ortholog not found or not included in human RNA-seq dataset
12858,Cox5a,11938,3054.6667,2.6539,human ortholog not found or not included in human RNA-seq dataset
18708,Pik3r1,11928.6667,15649.6667,0.25254,NM_181523,PIK3R1,64.73,18.08,1.84
18708,Pik3r1,11928.6667,15649.6667,0.25254,NM_181524,PIK3R1,0.98,0.07,3.87
18708,Pik3r1,11928.6667,15649.6667,0.25254,NM_181504,PIK3R1,3.81,0.26,3.88
11652,Akt2,11894,10210,0.87976,human ortholog not found or not included in human RNA-seq dataset
68614,Letmd1,11883.6667,1782.3333,3.4324,human ortholog not found or not included in human RNA-seq dataset
102247,Agpat6,11859.3333,5975.6667,1.6443,human ortholog not found or not included in human RNA-seq dataset
15277,Hk2,11844.3333,3275.3333,2.4834,human ortholog not found or not included in human RNA-seq dataset
13010,Cst3,11753.3333,11677.6667,0.70442,human ortholog not found or not included in human RNA-seq dataset
110323,Cox6b1,11630,4404,2.0743,human ortholog not found or not included in human RNA-seq dataset
12826,Col4a1,11600,27549,-0.62172,human ortholog not found or not included in human RNA-seq dataset
11520,Plin2,11528.6667,7147,1.33,human ortholog not found or not included in human RNA-seq dataset
60525,Acss2,11524.3333,4726.6667,1.9527,human ortholog not found or not included in human RNA-seq dataset
58875,Hibadh,11522.3333,6255.6667,1.5351,human ortholog not found or not included in human RNA-seq dataset
17992,Ndufa4,11509.3333,4517.3333,2.0218,human ortholog not found or not included in human RNA-seq dataset
11826,Aqp1,11435.3333,11055.3333,0.7327,human ortholog not found or not included in human RNA-seq dataset
19013,Ppara,11432.6667,1017.6667,4.1055,human ortholog not found or not included in human RNA-seq dataset
76178,Coa5,11359,5743.3333,1.6823,human ortholog not found or not included in human RNA-seq dataset
13177,Eci1,11342.6667,3675,2.2734,human ortholog not found or not included in human RNA-seq dataset
28080,Atp5o,11314.3333,4398,2.0415,human ortholog not found or not included in human RNA-seq dataset
22608,Ybx1,11309.6667,10065,0.87654,human ortholog not found or not included in human RNA-seq dataset
74148,Cluh,11284.6667,6829,1.3838,human ortholog not found or not included in human RNA-seq dataset
14712,Gnpat,11262.3333,6212.6667,1.5264,human ortholog not found or not included in human RNA-seq dataset
66043,Atp5d,11259.3333,4064.6667,2.1591,human ortholog not found or not included in human RNA-seq dataset
18576,Pde3b,11195.3333,11317.6667,0.63279,human ortholog not found or not included in human RNA-seq dataset
117167,Steap4,11174.3333,17139,0.0046972,NM_001205315,STEAP4,18.17,5.43,1.74
117167,Steap4,11174.3333,17139,0.0046972,NM_001205316,STEAP4,13.96,5.19,1.43
11754,Aoc3,11165,23448.6667,-0.43372,human ortholog not found or not included in human RNA-seq dataset
229663,Csde1,11054,11032,0.7132,NM_001130523,CSDE1,1.88,0.69,1.45
13207,Ddx5,11006.3333,25363,-0.45313,human ortholog not found or not included in human RNA-seq dataset
219189,Vwa8,10942.6667,3387.6667,2.3312,human ortholog not found or not included in human RNA-seq dataset
16832,Ldhb,10919.3333,1710.6667,3.3269,human ortholog not found or not included in human RNA-seq dataset
12825,Col3a1,10917.3333,50351.6667,-1.5914,human ortholog not found or not included in human RNA-seq dataset
16561,Kif1b,10825,9362.3333,0.865,human ortholog not found or not included in human RNA-seq dataset
70564,Fam213a,10814,8906,0.92007,human ortholog not found or not included in human RNA-seq dataset
19046,Ppp1cb,10701.6667,6376.6667,1.4646,human ortholog not found or not included in human RNA-seq dataset
170731,Mfn2,10646,6402.6667,1.3847,human ortholog not found or not included in human RNA-seq dataset
66108,Ndufa9,10589,3663,2.2063,human ortholog not found or not included in human RNA-seq dataset
11740,Slc25a5,10525.3333,8643.3333,0.98934,human ortholog not found or not included in human RNA-seq dataset
69202,Ptms,10523,6999.6667,1.2615,human ortholog not found or not included in human RNA-seq dataset
13138,Dag1,10508.6667,6480.3333,1.3421,human ortholog not found or not included in human RNA-seq dataset
67283,Slc25a19,10503.3333,2857.6667,2.5496,human ortholog not found or not included in human RNA-seq dataset
53379,Hnrnpa2b1,10484.6667,17190.3333,0.032215,NM_031243,HNRNPA2B1,105.9,41.62,1.35
19131,Prh1,10406,15.3333,10.02,human ortholog not found or not included in human RNA-seq dataset
227333,Dgkd,10363,11439,0.57694,human ortholog not found or not included in human RNA-seq dataset
11409,Acads,10341.6667,3927.6667,2.0451,human ortholog not found or not included in human RNA-seq dataset
56615,Mgst1,10311.6667,11469,0.48562,NM_001267598,MGST1,1.23,0.16,2.93
56615,Mgst1,10311.6667,11469,0.48562,NM_001260512,MGST1,6.1,1.75,1.8
68585,Rtn4,10287.6667,6984.6667,1.2253,human ortholog not found or not included in human RNA-seq dataset
56248,Ak3,10281,6154.6667,1.3933,NM_001199855,AK3,2.16,0.08,4.81
56248,Ak3,10281,6154.6667,1.3933,NM_001199856,AK3,13.04,2.87,2.18
103172,Chchd10,10267.6667,1853.3333,3.1244,human ortholog not found or not included in human RNA-seq dataset
12896,Cpt2,10258.3333,4737.6667,1.7493,human ortholog not found or not included in human RNA-seq dataset
56428,Mtch2,10044.6667,4402.6667,1.8546,human ortholog not found or not included in human RNA-seq dataset
11937,Atp2a1,9990,245.6667,6.102,human ortholog not found or not included in human RNA-seq dataset
16527,Kcnk3,9953,1733,3.1394,NM_002246,KCNK3,5.67,2.45,1.21
67914,Coq9,9950.6667,3095.6667,2.3364,human ortholog not found or not included in human RNA-seq dataset
71361,Aifm2,9870.6667,5745.3333,1.413,human ortholog not found or not included in human RNA-seq dataset
14261,Fmo1,9864,5799.6667,1.4029,human ortholog not found or not included in human RNA-seq dataset
20661,Sort1,9862,12410.3333,0.29867,human ortholog not found or not included in human RNA-seq dataset
14373,G0s2,9843.3333,3899,1.9487,human ortholog not found or not included in human RNA-seq dataset
28169,Agpat3,9840.6667,4847,1.7124,human ortholog not found or not included in human RNA-seq dataset
11426,Macf1,9837.3333,25071.3333,-0.55493,human ortholog not found or not included in human RNA-seq dataset
29811,Ndrg2,9820.6667,4431.6667,1.792,NM_201539,NDRG2,1.56,0.16,3.3
29811,Ndrg2,9820.6667,4431.6667,1.792,NM_201541,NDRG2,2.16,0.82,1.41
29811,Ndrg2,9820.6667,4431.6667,1.792,NM_201538,NDRG2,6.09,0.31,4.28
29811,Ndrg2,9820.6667,4431.6667,1.792,NM_016250,NDRG2,1.23,0.09,3.71
225845,Pla2g16,9754.6667,11315,0.43004,human ortholog not found or not included in human RNA-seq dataset
66142,Cox7b,9731.6667,2974,2.3899,human ortholog not found or not included in human RNA-seq dataset
11739,Slc25a4,9700.3333,5527,1.4979,human ortholog not found or not included in human RNA-seq dataset
16562,Kif1c,9661.6667,8435,0.85902,human ortholog not found or not included in human RNA-seq dataset
66052,Sdhc,9649.3333,3777.6667,2.0217,human ortholog not found or not included in human RNA-seq dataset
18458,Pabpc1,9611.3333,15984.6667,0.014471,human ortholog not found or not included in human RNA-seq dataset
11837,Rplp0,9600,22558.3333,-0.46405,human ortholog not found or not included in human RNA-seq dataset
72900,Ndufv2,9534.6667,2947.3333,2.3736,human ortholog not found or not included in human RNA-seq dataset
19299,Abcd3,9506.3333,3186.6667,2.2304,NM_001122674,ABCD3,5.46,2.21,1.3
100198,H6pd,9491.3333,11518.6667,0.35749,human ortholog not found or not included in human RNA-seq dataset
66576,Uqcrh,9465.3333,4153,1.8859,human ortholog not found or not included in human RNA-seq dataset
22339,Vegfa,9445.3333,6416.6667,1.1914,NM_001171624,VEGFA,11.07,5.5,1.01
12010,B2m,9443.3333,26442.6667,-0.77419,human ortholog not found or not included in human RNA-seq dataset
26943,Serinc3,9441,21285.6667,-0.4372,human ortholog not found or not included in human RNA-seq dataset
68178,Cgnl1,9438.3333,5607,1.3817,human ortholog not found or not included in human RNA-seq dataset
70152,Mettl7a1,9433.3333,8755.3333,0.73814,human ortholog not found or not included in human RNA-seq dataset
20740,Sptan1,9426,14225.3333,0.10031,human ortholog not found or not included in human RNA-seq dataset
18186,Nrp1,9413.3333,7135.3333,1.0543,NM_001244972,NRP1,2.11,0.68,1.64
11512,Adcy6,9411.3333,6557.3333,1.1875,human ortholog not found or not included in human RNA-seq dataset
75956,Srrm2,9354,17027.3333,-0.11391,human ortholog not found or not included in human RNA-seq dataset
16785,Rpsa,9303,19998.6667,-0.33325,human ortholog not found or not included in human RNA-seq dataset
74185,Gbe1,9296.3333,3082,2.2447,human ortholog not found or not included in human RNA-seq dataset
67891,Rpl4,9209,25449,-0.69173,human ortholog not found or not included in human RNA-seq dataset
12859,Cox5b,9143.3333,3312,2.1427,human ortholog not found or not included in human RNA-seq dataset
57279,Slc25a20,9110.3333,2045.3333,2.8105,human ortholog not found or not included in human RNA-seq dataset
13424,Dync1h1,9071,13225.3333,0.16653,human ortholog not found or not included in human RNA-seq dataset
18655,Pgk1,9056.6667,3229,2.199,human ortholog not found or not included in human RNA-seq dataset
11757,Prdx3,8979.6667,4094.6667,1.8006,human ortholog not found or not included in human RNA-seq dataset
21991,Tpi1,8976.6667,6658.6667,1.0995,human ortholog not found or not included in human RNA-seq dataset
12864,Cox6c,8967.3333,3519.3333,2.0272,human ortholog not found or not included in human RNA-seq dataset
68015,Trap1,8965.3333,5192,1.4628,human ortholog not found or not included in human RNA-seq dataset
66075,Chchd3,8944.6667,3364.3333,2.0936,human ortholog not found or not included in human RNA-seq dataset
77219,Ptgr2,8935,3840.6667,1.8775,human ortholog not found or not included in human RNA-seq dataset
109154,Mlec,8920.6667,10079.6667,0.52356,human ortholog not found or not included in human RNA-seq dataset
